id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	sumUniPeps	sumPSMs	countNum
O95602	DNA-directed RNA polymerase I subunit RPA1 OS=Homo sapiens OX=9606 GN=POLR1A PE=1 SV=2	47C	432.1	401.5	412.1	423.9	471.9	408.4	465.7	405.3	399.9	17	19	11
P0CAP2	DNA-directed RNA polymerase II subunit GRINL1A OS=Homo sapiens OX=9606 GN=POLR2M PE=1 SV=1	47C	156.9	134.4	169.9	194.6	161.4	192.8	166.3	192.4	172.6	3	5	3
P24928	DNA-directed RNA polymerase II subunit RPB1 OS=Homo sapiens OX=9606 GN=POLR2A PE=1 SV=2	47C	2626.1	2670.6	2531	2779.2	3236.9	2549.2	3320.7	2518.1	2337.3	38	61	38
P19387	DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2	47C	384.5	409.8	410	421.5	462.6	422.6	477.9	408.7	415.3	8	13	8
O15514	DNA-directed RNA polymerase II subunit RPB4 OS=Homo sapiens OX=9606 GN=POLR2D PE=1 SV=1	47C	424.7	356.8	499.2	457	440.6	468.8	456.7	441.2	453.8	5	11	5
P05423	DNA-directed RNA polymerase III subunit RPC4 OS=Homo sapiens OX=9606 GN=POLR3D PE=1 SV=2	47C	164.2	180.4	168.8	177.7	204.6	172.3	210.3	177.6	154.6	5	7	5
O15160	DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens OX=9606 GN=POLR1C PE=1 SV=1	47C	240.7	262	266.6	274.9	319	268.6	333.1	264.2	282.9	8	13	6
P19388	DNA-directed RNA polymerases I, II, and III subunit RPABC1 OS=Homo sapiens OX=9606 GN=POLR2E PE=1 SV=4	47C	312.3	329.5	309.2	338	419.6	326.2	440.3	298.1	307.4	6	11	6
O60884	DnaJ homolog subfamily A member 2 OS=Homo sapiens OX=9606 GN=DNAJA2 PE=1 SV=1	47C	1417	1273.6	1654.8	1556.4	1486.5	1481.3	1420.1	1479.2	1550.6	11	38	16
P25685	DnaJ homolog subfamily B member 1 OS=Homo sapiens OX=9606 GN=DNAJB1 PE=1 SV=4	47C	422.2	407.5	427.5	406	485.8	393.9	534.9	410.9	385.8	11	23	10
O75190	DnaJ homolog subfamily B member 6 OS=Homo sapiens OX=9606 GN=DNAJB6 PE=1 SV=2	47C	440	424.8	470.4	494.8	541.1	480.4	521.6	446.3	411.3	7	12	7
O75937	DnaJ homolog subfamily C member 8 OS=Homo sapiens OX=9606 GN=DNAJC8 PE=1 SV=2	47C	1651.9	1454.1	1902.8	1982.3	1742.3	1875.6	1807.8	1949.8	1818.1	12	29	11
O60762	Dolichol-phosphate mannosyltransferase subunit 1 OS=Homo sapiens OX=9606 GN=DPM1 PE=1 SV=1	47C	315.4	480.1	284.5	253.4	724.8	236.9	729.4	270.4	207.4	8	10	7
O60216	Double-strand-break repair protein rad21 homolog OS=Homo sapiens OX=9606 GN=RAD21 PE=1 SV=2	47C	628.7	490.9	677.3	617.1	583.7	666.6	597	713.9	747.7	14	24	11
O95793	Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2	47C	853.5	852.6	974.1	896.9	1015.8	928.7	923.8	878.1	954.1	11	25	15
O75935	Dynactin subunit 3 OS=Homo sapiens OX=9606 GN=DCTN3 PE=1 SV=1	47C	280.7	252.1	293.5	323.9	285.7	302.1	286.5	304.3	308.9	4	6	4
O75150	E3 ubiquitin-protein ligase BRE1B OS=Homo sapiens OX=9606 GN=RNF40 PE=1 SV=5	47C	39.1	43.4	45.2	40.2	48.4	44.5	56.2	47.3	38.7	3	7	3
P22681	E3 ubiquitin-protein ligase CBL OS=Homo sapiens OX=9606 GN=CBL PE=1 SV=2	47C	690.6	512.7	769.1	807.5	629	803.1	641.7	769.5	819.2	12	19	14
O43164	E3 ubiquitin-protein ligase Praja-2 OS=Homo sapiens OX=9606 GN=PJA2 PE=1 SV=4	47C	165.9	126.3	184.7	165	166.4	161.6	148.5	173.8	169.7	4	6	4
O15541	E3 ubiquitin-protein ligase RNF113A OS=Homo sapiens OX=9606 GN=RNF113A PE=1 SV=1	47C	210.1	176.3	256.2	235.6	193.7	249	199	233.8	229.5	6	6	5
O95071	E3 ubiquitin-protein ligase UBR5 OS=Homo sapiens OX=9606 GN=UBR5 PE=1 SV=2	47C	1017.4	1088.2	1152.8	1285.5	1385.7	1221.7	1355.8	1204.8	1250.1	32	36	25
O94874	E3 UFM1-protein ligase 1 OS=Homo sapiens OX=9606 GN=UFL1 PE=1 SV=2	47C	701.6	1000.5	643	627.7	1345.3	630.3	1320.4	648.3	622.4	18	21	18
P13804	Electron transfer flavoprotein subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ETFA PE=1 SV=1	47C	4703.9	3113.8	4734.7	5113.4	3520.7	4782.8	3568.1	5045.9	4433.6	15	58	19
P24534	Elongation factor 1-beta OS=Homo sapiens OX=9606 GN=EEF1B2 PE=1 SV=3	47C	3019.5	2649.4	3628.9	3649	3052.7	3745.6	3123.1	3419.3	3758.8	8	96	10
P14625	Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	47C	9648.4	7808.4	11907.6	11002.8	9167.8	11171.3	8674.2	10093.9	9209.7	36	280	54
O75521	Enoyl-CoA delta isomerase 2 OS=Homo sapiens OX=9606 GN=ECI2 PE=1 SV=4	47C	546.4	464.3	747.8	728.2	526.7	739.4	543.3	728.1	767.4	8	16	7
O43402	ER membrane protein complex subunit 8 OS=Homo sapiens OX=9606 GN=EMC8 PE=1 SV=1	47C	129.5	166.8	118.8	111.4	181.4	107	173	129.1	98.4	4	4	3
P15976	Erythroid transcription factor OS=Homo sapiens OX=9606 GN=GATA1 PE=1 SV=1	47C	468.8	455.1	423	437.2	561	429.4	525	442.8	412.1	6	10	6
O43324	Eukaryotic translation elongation factor 1 epsilon-1 OS=Homo sapiens OX=9606 GN=EEF1E1 PE=1 SV=1	47C	1063.4	1081.1	1051.6	1148.2	1340.6	1087.3	1167.6	1149.9	1023.5	7	17	8
P05198	Eukaryotic translation initiation factor 2 subunit 1 OS=Homo sapiens OX=9606 GN=EIF2S1 PE=1 SV=3	47C	3197.6	2797.2	3522.7	3304.9	3270.9	3487.3	3120.1	3414.5	3418.8	22	69	29
P20042	Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2	47C	3772.3	3214.1	3962.2	3650.8	3834	3738.6	3706.5	3807	3887.8	19	71	21
O15371	Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1	47C	859.3	908.2	938.5	921.8	1084.4	909.2	1007.6	887.7	964.6	16	31	15
O00303	Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	47C	823.2	833.2	882.4	901.3	1047.3	852.8	997.2	863.7	847.5	9	20	12
O75821	Eukaryotic translation initiation factor 3 subunit G OS=Homo sapiens OX=9606 GN=EIF3G PE=1 SV=2	47C	1228.2	1238.8	1449.1	1378.3	1533.4	1443	1469.9	1378.5	1475.9	11	34	12
O15372	Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1	47C	795.3	881.6	817.7	830.4	1066.3	768.8	1038.4	799.6	768.1	11	20	11
O75822	Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens OX=9606 GN=EIF3J PE=1 SV=2	47C	2867.8	2432	3281.8	3169	2823.8	3113.3	2813.6	3157.7	3102.3	12	41	13
P23588	Eukaryotic translation initiation factor 4B OS=Homo sapiens OX=9606 GN=EIF4B PE=1 SV=2	47C	3698.6	3140.7	4223.3	4162.9	3574.4	3740.5	2913.1	3898.5	3603.2	18	79	20
O60573	Eukaryotic translation initiation factor 4E type 2 OS=Homo sapiens OX=9606 GN=EIF4E2 PE=1 SV=1	47C	420.6	378.5	452.7	423.9	523.2	444.6	380.7	422.1	450.2	6	12	6
O60841	Eukaryotic translation initiation factor 5B OS=Homo sapiens OX=9606 GN=EIF5B PE=1 SV=4	47C	3143.2	2667.6	3965.6	3687.7	2789.1	3875.7	2330.4	4126.6	4081.4	32	61	37
O14980	Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	47C	1942.7	2387.1	3228.7	3091.5	3152.8	3472.4	3095.3	3296	3587.6	31	88	34
O43592	Exportin-T OS=Homo sapiens OX=9606 GN=XPOT PE=1 SV=2	47C	1109.6	917.2	1320.7	1587.9	1141.7	1456.6	1068.9	1466.8	1457.9	22	45	21
P15311	Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4	47C	2963.6	2340.7	3402.8	3503.9	2552.6	3307.5	2601.8	3451.5	3349.7	23	187	29
P02792	Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2	47C	185.5	128.3	222.7	161.4	123.5	160.7	104.1	130.6	161.2	3	4	2
P21333	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	47C	6592.3	5707.6	7622.6	7942.8	7070.8	7715.8	6481.1	7338.7	7484	78	174	76
O75955	Flotillin-1 OS=Homo sapiens OX=9606 GN=FLOT1 PE=1 SV=3	47C	264.4	240	208.2	261.6	285.7	207.7	254.8	244.6	193	1	14	8
P04075	Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2	47C	8554.4	6871.4	10726.4	9881.9	8146.2	10162.7	7924.9	9879.8	10472.4	4	274	41
P09972	Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2	47C	941.9	711.5	1096.2	1054.2	845.1	1081.2	829.4	1093.9	1100.2	12	76	15
P16930	Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2	47C	522.9	379.7	698.4	655.9	371.2	642.7	399.1	553.6	649.7	6	10	6
P14635	G2/mitotic-specific cyclin-B1 OS=Homo sapiens OX=9606 GN=CCNB1 PE=1 SV=1	47C	461.8	774	1843.8	729.6	918	1814	967.5	826	1955.9	9	18	11
O95067	G2/mitotic-specific cyclin-B2 OS=Homo sapiens OX=9606 GN=CCNB2 PE=1 SV=1	47C	244	369.8	534.9	335.5	431.1	511.6	436.4	351.4	482.7	9	12	10
P09104	Gamma-enolase OS=Homo sapiens OX=9606 GN=ENO2 PE=1 SV=3	47C	687.6	419.1	664.7	621.7	470.7	551.4	548.9	648.5	649.6	7	71	8
O75223	Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1	47C	1780.9	1276.1	2038.2	1833.1	1358.5	1815.2	1354.5	1827.1	1891	8	29	11
P13284	Gamma-interferon-inducible lysosomal thiol reductase OS=Homo sapiens OX=9606 GN=IFI30 PE=1 SV=3	47C	94.5	60	106.4	92.3	73.5	91.2	43.1	83.8	84.8	2	8	3
O76070	Gamma-synuclein OS=Homo sapiens OX=9606 GN=SNCG PE=1 SV=2	47C	446	260.1	478.6	442.2	337.1	455.8	385.5	516.6	519.4	7	11	8
P17900	Ganglioside GM2 activator OS=Homo sapiens OX=9606 GN=GM2A PE=1 SV=4	47C	331.4	257.1	379.3	390.9	313.2	410.3	315.7	372.2	414.4	5	9	5
O60547	GDP-mannose 4,6 dehydratase OS=Homo sapiens OX=9606 GN=GMDS PE=1 SV=1	47C	416.5	350.4	523.3	483.5	395	498.8	360.4	469.2	524.9	12	15	12
O75496	Geminin OS=Homo sapiens OX=9606 GN=GMNN PE=1 SV=1	47C	391.7	592.2	904.8	672.2	729.5	902.2	684	648.1	875.6	6	14	6
P18074	General transcription and DNA repair factor IIH helicase subunit XPD OS=Homo sapiens OX=9606 GN=ERCC2 PE=1 SV=1	47C	368.4	414.5	509.7	473.8	513.5	577	511.4	479.7	539	10	13	8
P13984	General transcription factor IIF subunit 2 OS=Homo sapiens OX=9606 GN=GTF2F2 PE=1 SV=2	47C	254.7	259.7	334.9	317.9	317.2	304.4	262.5	295.1	300.9	9	12	7
O95749	Geranylgeranyl pyrophosphate synthase OS=Homo sapiens OX=9606 GN=GGPS1 PE=1 SV=1	47C	242.7	174.4	289.8	253.4	210.9	261.1	222	232.5	282.7	9	10	7
O60234	Glia maturation factor gamma OS=Homo sapiens OX=9606 GN=GMFG PE=1 SV=1	47C	125	73.6	87.2	132.5	94.6	129.4	127.2	197.8	127.7	2	8	2
P00367	Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2	47C	3707.3	2566.1	4077.9	3884.6	3033.7	3720.4	3025.6	3816.3	3374.9	5	63	21
P15104	Glutamine synthetase OS=Homo sapiens OX=9606 GN=GLUL PE=1 SV=4	47C	440.6	464.6	741.1	582.4	603.3	733	705.5	674	814.4	8	15	8
O43716	Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial OS=Homo sapiens OX=9606 GN=GATC PE=1 SV=1	47C	195.3	209.4	254.1	236.9	243.9	260.4	238.1	227.1	225.2	7	8	6
O76003	Glutaredoxin-3 OS=Homo sapiens OX=9606 GN=GLRX3 PE=1 SV=2	47C	1142.8	1035.1	1363.7	1369.5	1218.7	1351.6	1202.6	1352	1427.3	12	31	12
O43813	Glutathione S-transferase LANCL1 OS=Homo sapiens OX=9606 GN=LANCL1 PE=1 SV=1	47C	356	259.1	363.7	373.9	313	345.5	303.5	355.9	377.3	7	10	6
P21266	Glutathione S-transferase Mu 3 OS=Homo sapiens OX=9606 GN=GSTM3 PE=1 SV=3	47C	31.6	29.1	40.5	38.6	38.1	49.2	35.3	42.1	38	3	5	2
P13807	Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2	47C	287.2	279	379.8	281.2	267.7	338.9	300.8	321.4	373.3	8	10	6
O00178	GTP-binding protein 1 OS=Homo sapiens OX=9606 GN=GTPBP1 PE=1 SV=3	47C	620.6	545.6	668.9	707.7	640.6	727.5	665	717.1	747.8	12	20	12
A4D1E9	GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1	47C	65.4	84	70.7	68.2	101.8	77.3	100.8	70.3	58.8	5	5	3
P01111	GTPase NRas OS=Homo sapiens OX=9606 GN=NRAS PE=1 SV=1	47C	490.8	442	393.5	454.8	552.3	372.9	375.4	400.3	332.7	4	8	6
P08754	Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3	47C	361.1	387.2	319.3	313.3	470.8	293.6	469.8	281.6	291.8	5	18	6
O60832	H/ACA ribonucleoprotein complex subunit DKC1 OS=Homo sapiens OX=9606 GN=DKC1 PE=1 SV=3	47C	486.9	556.6	567.1	516.1	744.8	517.9	629.6	510.4	569	10	15	9
O95757	Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3	47C	2170.8	1979.3	2708.5	2693.7	2360.3	2884.5	2310	2602.9	2834.8	25	64	27
P04792	Heat shock protein beta-1 OS=Homo sapiens OX=9606 GN=HSPB1 PE=1 SV=2	47C	524.1	645	605.4	679.8	770.6	575.1	675.4	574.3	562.7	10	30	12
P08238	Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4	47C	31592	27759.6	39831.4	38932.1	30133.9	38842.9	30207.2	35713.6	38599.9	17	817	71
P14317	Hematopoietic lineage cell-specific protein OS=Homo sapiens OX=9606 GN=HCLS1 PE=1 SV=3	47C	473.5	296.8	480.9	517.8	387	465	381.9	501.8	500	9	14	9
O14964	Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens OX=9606 GN=HGS PE=1 SV=1	47C	1030.2	897.2	1105.5	1160	1046	1094.1	1072.8	1092.8	1159.5	18	30	17
P09651	Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5	47C	1672.7	1638.1	1879.6	1581.3	2157.5	1810.8	2880.9	1908.7	1961.4	9	80	16
P14866	Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens OX=9606 GN=HNRNPL PE=1 SV=2	47C	505.7	589.2	523.3	449.2	743.7	503.9	912.7	578.1	590.7	13	38	14
O43390	Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1	47C	796.9	772.5	732.1	689	942.8	801.9	994	896.4	894.3	14	47	12
P22626	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2	47C	2235.2	2243.5	2358	2029.3	2705.4	2597.6	3492.3	2684.6	2856.3	13	66	22
P09429	High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3	47C	2246	1843.4	2953.6	3954.2	2311.9	2640.3	2089.5	3440.9	2904.8	7	69	12
O15347	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	47C	878.8	686.8	943.5	904.3	784.4	897.8	819.2	950	960.2	5	21	6
P12081	Histidine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=HARS1 PE=1 SV=2	47C	1775.2	1376.2	2065.4	2010.9	1599.5	2061.6	1705.1	2053.4	2101.5	15	43	20
O14929	Histone acetyltransferase type B catalytic subunit OS=Homo sapiens OX=9606 GN=HAT1 PE=1 SV=2	47C	1279.8	1150.8	1438.1	1492.5	1326	1448.6	1245.9	1447.3	1533.3	11	22	11
O00422	Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1	47C	172.9	224.8	149.8	142.3	365.4	159.1	371.3	138	153.4	4	6	3
O43719	HIV Tat-specific factor 1 OS=Homo sapiens OX=9606 GN=HTATSF1 PE=1 SV=1	47C	971.3	898.8	980.7	990.2	1101	901.1	988.1	919.9	913.8	20	23	17
O75146	Huntingtin-interacting protein 1-related protein OS=Homo sapiens OX=9606 GN=HIP1R PE=1 SV=2	47C	571.9	601.9	721	736.6	744.6	774.9	614.4	713.2	758.3	16	20	15
P00492	Hypoxanthine-guanine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=HPRT1 PE=1 SV=2	47C	1115.6	817.1	1363	1192.2	968.7	1226.6	964.1	1171.4	1315.5	9	28	10
O00629	Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1	47C	1249.7	1170.8	1383.1	1338.5	1344.8	1345.5	1350.5	1313.6	1332.2	8	26	11
O00505	Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	47C	530.8	496.3	563.1	549.7	579.3	519	557.5	503.9	516.6	7	21	6
O60684	Importin subunit alpha-7 OS=Homo sapiens OX=9606 GN=KPNA6 PE=1 SV=1	47C	173.4	162.8	173	175.8	214.1	174.4	207.7	166.3	168.6	4	17	3
O95373	Importin-7 OS=Homo sapiens OX=9606 GN=IPO7 PE=1 SV=1	47C	1903.2	1411.5	2425.4	2501.7	1755.3	2483.1	1500.1	2403.5	2429.7	23	60	24
O43314	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=PPIP5K2 PE=1 SV=3	47C	1544.6	1161.6	1774.5	1722.7	1376.8	1663	1345.2	1708.4	1828.1	28	39	24
P14735	Insulin-degrading enzyme OS=Homo sapiens OX=9606 GN=IDE PE=1 SV=4	47C	1528.1	1435.5	1792.8	1723.8	1500.6	1833.4	1510.4	1673.4	1786.7	25	47	25
O00425	Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens OX=9606 GN=IGF2BP3 PE=1 SV=2	47C	513.9	641.2	516	524	844.7	478.7	711.4	566.5	507.6	14	28	13
P08648	Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2	47C	515.6	536.3	434.4	478.7	704.9	402.1	781.4	443	377.9	6	8	6
P05362	Intercellular adhesion molecule 1 OS=Homo sapiens OX=9606 GN=ICAM1 PE=1 SV=2	47C	538	451.8	544.6	491.6	609.2	423.1	600.4	471.2	471.9	10	11	10
O75569	Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1	47C	303.4	338.8	322.9	334.7	429.1	325.5	412.8	328.8	310.2	7	7	6
O75874	Isocitrate dehydrogenase [NADP] cytoplasmic OS=Homo sapiens OX=9606 GN=IDH1 PE=1 SV=2	47C	2110.6	1563.4	2240.6	2392.5	1798.5	2277.2	1845.7	2570.9	2311.3	16	50	18
O60271-2	Isoform 2 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9	47C	2114.5	1859.9	2128	2503.8	2147.4	2185.9	2086.7	2370.4	2288.7	35	51	34
P26358-2	Isoform 2 of DNA (cytosine-5)-methyltransferase 1 OS=Homo sapiens OX=9606 GN=DNMT1	47C	3196.8	2798.5	4249.9	3845.5	3333.2	3908	2975.3	3695.1	4037.9	52	90	49
O00469-2	Isoform 2 of Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2	47C	703.2	583.2	622.4	687.8	628.2	586.8	621.3	608.4	486	12	16	10
P13674-2	Isoform 2 of Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens OX=9606 GN=P4HA1	47C	443.4	470.2	362.7	433	502.9	341.4	490.4	346.4	282.7	1	11	8
O14787-2	Isoform 2 of Transportin-2 OS=Homo sapiens OX=9606 GN=TNPO2	47C	32.8	32.7	50.3	54.2	55.6	51.9	52.9	57.5	49.6	3	9	2
O75122-3	Isoform 3 of CLIP-associating protein 2 OS=Homo sapiens OX=9606 GN=CLASP2	47C	1058.1	1082.7	1125.6	1115	1345.7	1198.1	1228.1	1102.2	1259	2	34	20
O94925-3	Isoform 3 of Glutaminase kidney isoform, mitochondrial OS=Homo sapiens OX=9606 GN=GLS	47C	498	553.4	685.5	664.6	731.7	682	624.4	631.7	569.2	2	24	11
O00154-4	Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7	47C	987.7	818	1242.8	1136.9	940.8	1268.5	951.5	1190.7	1230	11	35	15
O14617-5	Isoform 5 of AP-3 complex subunit delta-1 OS=Homo sapiens OX=9606 GN=AP3D1	47C	781.9	732.2	1098.9	1117.6	987.9	1248.5	940.4	1155.8	1316.1	18	27	15
O75369-8	Isoform 8 of Filamin-B OS=Homo sapiens OX=9606 GN=FLNB	47C	7066.2	5636.8	8409.9	8731.2	7142.9	8765.8	6710.5	8169.3	8596.2	81	196	103
P15923-2	Isoform E47 of Transcription factor E2-alpha OS=Homo sapiens OX=9606 GN=TCF3	47C	522.7	481.8	572.5	559.8	562.3	535	551.3	505.5	552.3	4	6	4
P14618-2	Isoform M1 of Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM	47C	89.1	71	111.7	107.3	84.4	113.1	79.8	100.8	114.5	2	194	3
P09496-2	Isoform Non-brain of Clathrin light chain A OS=Homo sapiens OX=9606 GN=CLTA	47C	1712.8	1226.2	1692	1742	1448.7	1524	1478.7	1561.6	1375.9	10	28	12
P09497-2	Isoform Non-brain of Clathrin light chain B OS=Homo sapiens OX=9606 GN=CLTB	47C	370.7	258.6	376.6	377	302.7	326.3	286	349.8	287	4	5	4
O75449	Katanin p60 ATPase-containing subunit A1 OS=Homo sapiens OX=9606 GN=KATNA1 PE=1 SV=1	47C	315.1	273.7	349.6	370.5	331	366.6	302	368.4	355.1	6	8	6
O14777	Kinetochore protein NDC80 homolog OS=Homo sapiens OX=9606 GN=NDC80 PE=1 SV=1	47C	585.6	680.6	656	609.8	857.4	698.6	830.9	622.1	675.3	16	16	13
P20700	Lamin-B1 OS=Homo sapiens OX=9606 GN=LMNB1 PE=1 SV=2	47C	1521.7	1053.2	1661.7	1350.3	1401.2	1807.8	1494.9	1562.5	1755	21	41	20
P09960	Leukotriene A-4 hydrolase OS=Homo sapiens OX=9606 GN=LTA4H PE=1 SV=2	47C	2226.8	1689	2529	2549.6	2030.6	2585.4	1943.3	2463.2	2558	20	56	20
P11182	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3	47C	632.4	451.4	723.5	655.4	502.2	665.5	489.3	687.2	647.9	9	12	9
O43766	Lipoyl synthase, mitochondrial OS=Homo sapiens OX=9606 GN=LIAS PE=1 SV=3	47C	102.3	96.2	130.1	120.7	113	113.4	111.8	117.1	104.1	3	4	2
P24666	Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3	47C	771.3	596.5	744.5	839.2	687.7	696.8	577.3	773	746.7	3	16	6
O95232	Luc7-like protein 3 OS=Homo sapiens OX=9606 GN=LUC7L3 PE=1 SV=2	47C	849.7	815.6	935.8	851.5	1001.8	875.4	845.3	920	842.1	10	15	9
P05455	Lupus La protein OS=Homo sapiens OX=9606 GN=SSB PE=1 SV=2	47C	4457.2	3640.8	4859.3	5266.7	4420	4758.9	4367.8	5328	4894.9	20	90	27
P10253	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4	47C	547.4	367.9	588.5	566.6	463.9	572.6	456.7	584	564.6	10	12	9
O00754	Lysosomal alpha-mannosidase OS=Homo sapiens OX=9606 GN=MAN2B1 PE=1 SV=3	47C	547.6	420.3	618.6	600.2	477.4	544.8	436.1	559.5	579.4	9	14	8
P10619	Lysosomal protective protein OS=Homo sapiens OX=9606 GN=CTSA PE=1 SV=2	47C	1141.2	742.9	1176.9	1010	818.4	965.8	846.8	951.4	1030.1	6	15	6
P14174	Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4	47C	43.2	30.7	54.1	51.1	34.6	53.9	29	48.7	47.2	4	6	2
O43708	Maleylacetoacetate isomerase OS=Homo sapiens OX=9606 GN=GSTZ1 PE=1 SV=3	47C	481.6	279.1	490.8	481.3	332.1	409.1	329.9	397.8	436.8	4	8	4
O95822	Malonyl-CoA decarboxylase, mitochondrial OS=Homo sapiens OX=9606 GN=MLYCD PE=1 SV=3	47C	452.4	282.9	450.8	431.8	364.7	433.6	323.1	420.8	389.8	8	9	5
C9JLW8	Mapk-regulated corepressor-interacting protein 1 OS=Homo sapiens OX=9606 GN=MCRIP1 PE=1 SV=1	47C	154.9	109.1	134.9	153.7	132.1	132.5	135	152.6	151	4	8	2
O60732	Melanoma-associated antigen C1 OS=Homo sapiens OX=9606 GN=MAGEC1 PE=1 SV=3	47C	237.4	248.2	294.7	254.6	321.8	280.4	269.4	226.6	282.9	8	13	9
O95983	Methyl-CpG-binding domain protein 3 OS=Homo sapiens OX=9606 GN=MBD3 PE=1 SV=1	47C	205.9	262.1	291.9	315.1	366.4	299.2	294.6	289.6	291	6	7	6
P22033	Methylmalonyl-CoA mutase, mitochondrial OS=Homo sapiens OX=9606 GN=MMUT PE=1 SV=4	47C	840.9	725.1	992.1	1029.9	920.4	1012.1	891.2	1029.9	882.8	17	31	12
P22670	MHC class II regulatory factor RFX1 OS=Homo sapiens OX=9606 GN=RFX1 PE=1 SV=2	47C	440.7	410.9	490.6	467.5	421.4	492.7	441	468.1	477	10	13	9
O43805	Microtubule nucleation factor SSNA1 OS=Homo sapiens OX=9606 GN=SSNA1 PE=1 SV=2	47C	323.1	283.9	347.5	421	302.5	291	251.8	341.4	315.8	4	5	4
